date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
09-02-2020 17.07,uns0ciable1,,0,0,0,Put a few Euro on @MaryLouMcDonald winning an #Oscar tonight #GE20 #GE2020,,#NAME?,#Oscar #GE20 #GE2020,1226553322393470000.00,https://twitter.com/uns0ciable1/status/1226553322393473027
09-02-2020 17.05,PanelPowerIrl,,1,1,3,Haha haha haha! 😂🤣😂🤣😂🤣 @sinnfeinireland elected in my constituency on the first count. Well done to my new TD @PaulDonnellySF!🎉 Leo has to stay up late.😂 #GE20🇮🇪 #GE2020 ,,#NAME?,#GE20 #GE2020,1226552681575170000.00,https://twitter.com/PanelPowerIrl/status/1226552681575178244
09-02-2020 17.03,SouthernStarIRL,,0,0,4,Sinn Fein’s Pat Buckley arrived to a big welcome at the count centre here in Mallow #GE2020 #GE20 #CorkEast,,,#GE2020 #GE20 #CorkEast,1226552262618700000.00,https://twitter.com/SouthernStarIRL/status/1226552262618701839
09-02-2020 17.03,mauricegueret,,0,0,1,Are there any women here today? #DublinBaySouth #DublinSouthWest #GE2020 #GE20 ,,,#DublinBaySouth #DublinSouthWest #GE2020 #GE20,1226552239231310000.00,https://twitter.com/mauricegueret/status/1226552239231315968
09-02-2020 17.02,thelifeofmonty,,19,151,1229,"If you are aged 18-24 and you voted for #SinnFein, thank you for shaking up Irish politics and for breaking up the cosy relationship between FF and FG. You’ve made history. Again. Thank you. #GE20 #GE2020",,,#SinnFein #GE20 #GE2020,1226552016668970000.00,https://twitter.com/thelifeofmonty/status/1226552016668971008
09-02-2020 16.59,DarranMarshall,,5,44,90,ELECTED Dublin West Sinn Fėin’s @PaulDonnellySF Taoiseach @LeoVaradkar fails to get elected on first count. #GE20 #GE2020 #DublinWest,,#NAME?,#GE20 #GE2020 #DublinWest,1226551132866120000.00,https://twitter.com/DarranMarshall/status/1226551132866121728
09-02-2020 16.58,SouthernStarIRL,,0,0,4,Supporters of Sinn Fein’s Pat Buckey get ready for his arrival as he’s set to top the poll in Cork East #GE2020 #GE20 #CorkEast,,,#GE2020 #GE20 #CorkEast,1226551072845680000.00,https://twitter.com/SouthernStarIRL/status/1226551072845680645
09-02-2020 16.58,philo_coleman,,0,0,2,Candidates not attractive enough to get elected at local level 6 months ago topping GE constituency polls now does speak to a certain hysterical irrationality. Yizzer all over the shop ye mad bastards #GE20 #GE2020,,,#GE20 #GE2020,1226550906411460000.00,https://twitter.com/philo_coleman/status/1226550906411462657
09-02-2020 16.54,Chantel77427953,,0,18,25,let’s hope that everyone going on and on about Sinn Féin’s history doesn’t forget about Fine Gael’s history :) #FineGael #SinnFéin #GE20 #GE2020 ,,,#FineGael #SinnF #GE20 #GE2020,1226550069551410000.00,https://twitter.com/Chantel77427953/status/1226550069551411200
09-02-2020 16.54,DundalksNews,,0,0,0,"#Louth #GE20 #GE2020 A first count result coming soon, the returning officer has just announced that she is about to adjudicate on the doubtful votes.",,,#Louth #GE20 #GE2020,1226550063482240000.00,https://twitter.com/DundalksNews/status/1226550063482245122
09-02-2020 16.53,JohnHedges109,irelandbattles,0,7,10,Fine Gael – Remembering Fine Gael’s past #GE20 #GE2020 ,,,#GE20 #GE2020,1226549784972000000.00,https://twitter.com/JohnHedges109/status/1226549784972005376
09-02-2020 16.53,SMacCuinneagain,,0,1,2,#GE2020 #GE20 Now everyone can see WHY FFG and #RTEbias didn't want @sinnfeinireland 's @MaryLouMcDonald on to the Leaders Debate!,,#NAME?,#GE2020 #GE20 #RTEbias,1226549754055790000.00,https://twitter.com/SMacCuinneagain/status/1226549754055794689
09-02-2020 16.52,DECLANHEFF,,1,0,0,FF 39 FG 39 SF 36 Independents/Others 22 Greens 11 Labour 5 SD 4 S-PBP 3 CC 1 #GE2020 #GE20,,,#GE2020 #GE20,1226549562032210000.00,https://twitter.com/DECLANHEFF/status/1226549562032214019
09-02-2020 16.52,PanelPowerIrl,WhistleIRL,0,1,0,Operation Fear.🤔 My Ireland doesn't want their dark money. The New World Order is collapsing. #Bloomberg #NWO👹 #GE20🇮🇪 #GE2020 ,,,#Bloomberg #NWO #GE20 #GE2020,1226549355248840000.00,https://twitter.com/PanelPowerIrl/status/1226549355248848901
09-02-2020 16.51,Tcurran0,mickthehack,0,0,0,Whiff of power.... #MichaelIsAtTheWheel #UTurn #GE20 #GE2020 ,,,#MichaelIsAtTheWheel #UTurn #GE20 #GE2020,1226549104077090000.00,https://twitter.com/Tcurran0/status/1226549104077090818
09-02-2020 16.50,shannonsidenews,,0,0,2,#PBP’s Gino O’Boyle is now in the count centre also. He’s currently on 3% #SligoLeitrim #GE20 #GE2020 ,,,#PBP #SligoLeitrim #GE20 #GE2020,1226548815886520000.00,https://twitter.com/shannonsidenews/status/1226548815886528512
09-02-2020 16.49,mnutty,WhispersNewsLTD,0,0,1,That’s a perception that certainly attached like a mollusk to the arse of #FG #GeneralElection #IrishElection #IrishGeneralElection #GE20 #GE2020 #Irish #Ireland #irishdiaspora #globalireland #dubfl,,,#FG #GeneralElection #IrishElection #IrishGeneralElection #GE20 #GE2020 #Irish #Ireland #irishdiaspora #globalireland #dubfl,1226548755153010000.00,https://twitter.com/mnutty/status/1226548755153014785
09-02-2020 16.49,NzPredictor,,0,0,2,"Our predictions based on first preference votes, (except in Dublin Bay North, Tipperary, Roscommon-Galway we are still using the exit poll) FF 39 FG 39 SF 36 Independents/Others 22 Greens 11 Labour 5 SD 4 S-PBP 3 CC 1 #GE2020 #GE20",,,#GE2020 #GE20,1226548663754750000.00,https://twitter.com/NzPredictor/status/1226548663754752000
09-02-2020 16.48,Paul71,,1,8,39,Come on Peadar Tóibín. 🙏 #GE2020 #GE20 #MeathWest,,,#GE2020 #GE20 #MeathWest,1226548556904960000.00,https://twitter.com/Paul71/status/1226548556904960001
09-02-2020 16.48,seamusenright,,0,0,0,#johnwaters reacts to his piss poor performance in #ge2020 #ge20 ,,,#johnwaters #ge2020 #ge20,1226548430199230000.00,https://twitter.com/seamusenright/status/1226548430199230466
09-02-2020 16.48,WhistleIRL,business,1,8,16,We live in interesting times. Tnx @babsbear #GE20 #GeneralElection2020 #GE2020 ,,#NAME?,#GE20 #GeneralElection2020 #GE2020,1226548335428950000.00,https://twitter.com/WhistleIRL/status/1226548335428952070
09-02-2020 16.47,chrissmith_re,griptmedia,0,0,0,See who turned up at RDS count to get a snippet of Mary Lou https://images.app.goo.gl/Bi49dKpd5WeZWHxx9 #GE2020 #GE20 #sinnami #SinnFéin #SinnFein,,,#GE2020 #GE20 #sinnami #SinnF #SinnFein,1226548101705550000.00,https://twitter.com/chrissmith_re/status/1226548101705555977
09-02-2020 16.47,Ocionnaith,,2,1,2,"Fianna Fail leader @MichealMartinTD has been on @rtenews in the past few mins. Asked about talks with SF's @MaryLouMcDonald he said: * he is a ""democratic"" and respects the views of voters * but that the next gov must be coherent in terms of policies #GE2020 #GE20 @rtepolitics",,#NAME?,#GE2020 #GE20,1226548075784800000.00,https://twitter.com/Ocionnaith/status/1226548075784802305
09-02-2020 16.46,LaobhaoiseNihE,,0,0,2,@EOBroin officially elected in #DublinMidWest. Huge Congrats Eoin. #SinnFéin #GE20 #GE2020 #Election2020,,#NAME?,#DublinMidWest #SinnF #GE20 #GE2020 #Election2020,1226547897803640000.00,https://twitter.com/LaobhaoiseNihE/status/1226547897803644929
09-02-2020 16.45,Yomynameis5,,0,0,1,"#GE20 #GE2020 #ge20202 @sinnfeinireland 12,000 VOTES @fiannafailparty 7,000 votes more soon........latest updates HOW I KNOW ITS ON D #RADIO",,#NAME?,#GE20 #GE2020 #ge20202 #RADIO,1226547755600030000.00,https://twitter.com/Yomynameis5/status/1226547755600031746
09-02-2020 16.45,stonking,GeneKerrigan,0,0,4,#ge2020 #sindo #Election2020 #ge20 #togh2020 #ireland,,,#ge2020 #sindo #Election2020 #ge20 #togh2020 #ireland,1226547600276490000.00,https://twitter.com/stonking/status/1226547600276492292
09-02-2020 16.44,Tcurran0,,0,0,1,We go live to the #GE20 #GE2020 Rathdown count.... ,,,#GE20 #GE2020,1226547487193860000.00,https://twitter.com/Tcurran0/status/1226547487193866240
09-02-2020 16.43,westmeathindo,,0,1,2,@DVerney and @ciaranmullooly discuss the emerging trends from the Longford/Westmeath general election count. #ge20 #GE2020 #ldwh. See full video here: https://www.westmeathindependent.ie/news/roundup/articles/2020/02/08/4185474-live-updates-longfordwestmeath-election-count/,,#NAME?,#ge20 #GE2020 #ldwh,1226547259946470000.00,https://twitter.com/westmeathindo/status/1226547259946471426
09-02-2020 16.39,SouthernStarIRL,,0,2,3,"Cork North West first count in here in Mallow, Quota 11,593, Creed 8,338, Finn 3,495, Kealy 3,877, McCarthy 3,845, Moynihan A 9,628, Moynihan M 8,651, O’Shea 7,065, O’Leary 515, Nic Domhnaill 956. Both O’Leary and Nic Domhnaill eliminated #GE20 #GE2020 #SSGE20 #CorkNorthWest",,,#GE20 #GE2020 #SSGE20 #CorkNorthWest,1226546202159820000.00,https://twitter.com/SouthernStarIRL/status/1226546202159828993
09-02-2020 16.38,ismaithanfear,jonathanhealy,0,0,0,"@MichealMartinTD has basically admitted that a FF/SF Coalition is the only game in town, given the numbers, going forward. #GE20 #GE2020 #Election2020",,#NAME?,#GE20 #GE2020 #Election2020,1226545816854250000.00,https://twitter.com/ismaithanfear/status/1226545816854257664
09-02-2020 16.37,GerMcK1976,,0,3,5,Micheal Martin and Leo Varadkar waiting for Mary Lou to ring.. #GE20 #ge2020 #IrishGeneralElection,,,#GE20 #ge2020 #IrishGeneralElection,1226545640295080000.00,https://twitter.com/GerMcK1976/status/1226545640295084032
09-02-2020 16.37,afmobrien,,0,0,2,Crowds are gathering in Killarney ahead of the first count in #GE2020 #GE20 ,,,#GE2020 #GE20,1226545548204920000.00,https://twitter.com/afmobrien/status/1226545548204920835
09-02-2020 16.36,SarahKenny2,,0,0,2,Brilliant election coverage from @RTE all day. Addictive watching! #GE20 #GE2020,,#NAME?,#GE20 #GE2020,1226545541565350000.00,https://twitter.com/SarahKenny2/status/1226545541565353985
09-02-2020 16.36,chrissmith_re,,0,0,0,#GE20 #GE2020,,,#GE20 #GE2020,1226545448665650000.00,https://twitter.com/chrissmith_re/status/1226545448665653251
09-02-2020 16.36,LifeandtimesM,,0,0,0,"@rtenews Michéal Martin refusing to answer if he will go into a coalition with @sinnfeinireland saying ""policies dont change overnight but he has ""heard the irish &amp; respects their votes"" but in a roundabouts way saying he will consider it #GE20 #GE2020",,#NAME?,#GE20 #GE2020,1226545393573460000.00,https://twitter.com/LifeandtimesM/status/1226545393573466115
09-02-2020 16.35,79_gunrunner,,0,0,11,Irish voters complaining about @sinnfeinireland singing rebel songs while the same party support their systematic replacement through extreme abortion and unfettered immigration is one of lifes mysteries #GE2020 #GE20 #GE2019,,#NAME?,#GE2020 #GE20 #GE2019,1226545147145590000.00,https://twitter.com/79_gunrunner/status/1226545147145596928
09-02-2020 16.34,SouthernStarIRL,,0,1,3,Aontu’s Becky Kealy spoke to Kieran O’Mahony @kieranomahony earlier at the Cork North West count in Mallow about the voting so far #GE20 #GE2020 #SSGE20 #CorkNorthWest #cnwest,,#NAME?,#GE20 #GE2020 #SSGE20 #CorkNorthWest #cnwest,1226545012676150000.00,https://twitter.com/SouthernStarIRL/status/1226545012676157440
09-02-2020 16.34,sean4keogh,,0,0,1,So @gobshitemartin @fiannafailparty basically just said ah sure we might go into government with someone else 🤣 #GE2020 #GE20 ,,#NAME?,#GE2020 #GE20,1226544851455480000.00,https://twitter.com/sean4keogh/status/1226544851455483909
09-02-2020 16.33,shannonsidenews,,1,0,5,#FineGael’s Frank Feighan has just arrived; he is currently on 9% #SligoLeitrim #GE20 #GE2020 ,,,#FineGael #SligoLeitrim #GE20 #GE2020,1226544786653500000.00,https://twitter.com/shannonsidenews/status/1226544786653503488
09-02-2020 16.27,WhistleIRL,AshbourneAnnie,1,35,77,So we're obliged to pay a TV Licence Fee to see amateur 'journalists' interview criminals for their expert opinion?!? Here's to hoping it will change. #rte #rtept @deeforbes_dee Jon Williams Terry Prone #GE20 #GE2020 #GeneralElection2020,,#NAME?,#rte #rtept #GE20 #GE2020 #GeneralElection2020,1226543141672700000.00,https://twitter.com/WhistleIRL/status/1226543141672701952
09-02-2020 16.25,WeeBossDog,,0,1,6,Happy to see the Social Democrats might make some gains. A lot to admire about a small party with little resources forming in Europe when the trend lately has been for right wing movements. Fair play to them #GE2020 #GE20,,,#GE2020 #GE20,1226542742916000000.00,https://twitter.com/WeeBossDog/status/1226542742916009985
09-02-2020 16.24,shannonsidenews,,0,0,1,"#FiannaFail’s Eamon Scanlon is about to talk to us about the #SligoLeitrim count. He is facing a real battle to retain his seat, as he is currently only a whisker ahead of #FineGael’s Frank Feighan #GE20 #GE2020 ",,,#FiannaFail #SligoLeitrim #FineGael #GE20 #GE2020,1226542463483030000.00,https://twitter.com/shannonsidenews/status/1226542463483031552
09-02-2020 16.24,ailishohora,dmcbfs,1,1,3,There’s nothing ‘past’ about #Brexit.. it’s the now and the future.. #GE20 #GE2020 ,,,#Brexit #GE20 #GE2020,1226542365164400000.00,https://twitter.com/ailishohora/status/1226542365164408832
09-02-2020 16.24,Tcurran0,,0,0,0,The Dún Laoighre Rathdown results there.... #GE20 #GE2020 ,,,#GE20 #GE2020,1226542347040820000.00,https://twitter.com/Tcurran0/status/1226542347040821253
09-02-2020 16.23,uns0ciable1,,0,0,0,If #SF end up in Govt with #FF does that really constitute change? The very party that brought the country to it’s knees? #GE20 #GE2020,,,#SF #FF #GE20 #GE2020,1226542237963730000.00,https://twitter.com/uns0ciable1/status/1226542237963735042
09-02-2020 16.22,zwitterio,JimBall55154596,0,0,1,The GRAND COALITION #GE2020 #ge20 ,,,#GE2020 #ge20,1226541847662730000.00,https://twitter.com/zwitterio/status/1226541847662735361
09-02-2020 16.20,PanelPowerIrl,PanelPowerIrl,0,0,0,I'm having a beano today!!🎂🍾🎉 Thanks for all the left vote birthday presents🎁 Day Made❤️ #VotedLeft #GE20🇮🇪 #GE2020 ,,,#VotedLeft #GE20 #GE2020,1226541386318650000.00,https://twitter.com/PanelPowerIrl/status/1226541386318655490
09-02-2020 16.19,Sea__Solitude,,0,0,0,"Due to the Historic victory for Sinn Fein and the demise & defeat for FF/FG in the election, RTE have said the Angelus will now be followed by a 2 minute silence. #GE2020 #GE20",,,#GE2020 #GE20,1226541217187530000.00,https://twitter.com/Sea__Solitude/status/1226541217187536897
09-02-2020 16.19,Filmandwriting,,0,0,1,"If Sinn Féin do a Greens or a Labour and become a Junior partner in Government with FF They should be dragged out of the Dail....Fine Fail want nó rent caps, this should be enough, never mind what they did to the Health System #GE2020 #GE20",,,#GE2020 #GE20,1226541159377440000.00,https://twitter.com/Filmandwriting/status/1226541159377448960
09-02-2020 16.17,bubbletrouble07,,0,0,1,"You can't get on the panel for the RTE election results show without agreeing to saying ""it's early tallies and transfers WILL BE CRUCIAL"" every four minutes #GE20 #ge2020",,,#GE20 #ge2020,1226540697542630000.00,https://twitter.com/bubbletrouble07/status/1226540697542635520
09-02-2020 16.15,Stevesilvrmint,fergalreid,0,0,1,At least we’ll be rid of this flute. #GE20 #GE2020,,,#GE20 #GE2020,1226540046322470000.00,https://twitter.com/Stevesilvrmint/status/1226540046322479107
09-02-2020 16.14,Tcurran0,,0,0,0,#FfAboutTurn #SofteningStance #GE20 #GE2020 https://twitter.com/EoinBearla/status/1226537161639518208,,,#FfAboutTurn #SofteningStance #GE20 #GE2020,1226539916080880000.00,https://twitter.com/Tcurran0/status/1226539916080885760
09-02-2020 16.14,kamfinsa,KavanaghCk,0,0,1,"Very helpful pointers for commentators outside Ireland, courtesy of @KavanaghCk. #GE2020 #GE20 ",,#NAME?,#GE2020 #GE20,1226539888738260000.00,https://twitter.com/kamfinsa/status/1226539888738263042
09-02-2020 16.11,LaoisNews,,0,1,0,Sinn Féin councillor threatens to resign if party does deal with Fine Gael #ge2020 #ge20 ,,,#ge2020 #ge20,1226539134711470000.00,https://twitter.com/LaoisNews/status/1226539134711476225
09-02-2020 16.11,RTEmeathEAST,,0,1,12,Sinn Féin supporter looking very happy ahead of the first count here in Meath East. #MeathEast #GE20 #GE2020 ,,,#MeathEast #GE20 #GE2020,1226539030990500000.00,https://twitter.com/RTEmeathEAST/status/1226539030990508032
09-02-2020 16.09,shannonsidenews,,0,2,0,"#SinnFéin's Martin Kenny is well out in front in #SligoLeitrim, but there is a real battle shaping up for the other seats. Follow our live blog here #GE20 #GE2020 ",,,#SinnF #SligoLeitrim #GE20 #GE2020,1226538553942900000.00,https://twitter.com/shannonsidenews/status/1226538553942904833
09-02-2020 16.08,ColPmusic,,0,0,1,We live in interesting times. The Seismic Shinners certainly rocked the boat. God knows when we will actually have a new government. Anyhoo... #GE20 #GE2020,,,#GE20 #GE2020,1226538373449460000.00,https://twitter.com/ColPmusic/status/1226538373449469952
09-02-2020 16.07,Gawoo1012,,0,0,1,Regina Doherty #GE2020 #GE20 ,,,#GE2020 #GE20,1226537995811080000.00,https://twitter.com/Gawoo1012/status/1226537995811086339
09-02-2020 16.04,CorkCoypu,,1,0,20,"Just for the record folks, I am not a ""Shinner Bot"" I am a Desperate for change and sick of FFFG Bot"" (Loading and configuring Shinner Bot denial.exe Denial application successfully installed. Please restart SF bot 2.0 Beep Bop Boop) #GE20 #GE2020 #GeneralElection",,,#GE20 #GE2020 #GeneralElection,1226537326765120000.00,https://twitter.com/CorkCoypu/status/1226537326765125632
09-02-2020 16.04,DundalksNews,,0,1,6,@GerryAdamsSF arrived in the count centre earlier to a big cheer from the crowd. He is currently speaking to the media #GE20 #GE2020 #Louth #GeneralElection,,#NAME?,#GE20 #GE2020 #Louth #GeneralElection,1226537279994370000.00,https://twitter.com/DundalksNews/status/1226537279994376195
09-02-2020 16.03,mur52225170,,0,0,0,@sinnfeinireland @MaryLouMcDonald This has been a sad sad day for Ireland. The lunatics are running the asylum. #GE20 #ExitPoll2020 #GE2020 #IrishElection #IrishGeneralElection,,#NAME?,#GE20 #ExitPoll2020 #GE2020 #IrishElection #IrishGeneralElection,1226537202928220000.00,https://twitter.com/mur52225170/status/1226537202928226305
